observation_phys_chem_id,property_phys_chem_id,procedure_phys_chem_id,unit_of_measure_id
1090,Nickel (Ni) - total,Total_tp03,cmol/kg
1091,Nickel (Ni) - total,Total_tp04,cmol/kg
1092,Nickel (Ni) - total,Total_tp05,cmol/kg
1093,Nickel (Ni) - total,Total_tp06,cmol/kg
1094,Nickel (Ni) - total,Total_tp07,cmol/kg
1095,Nickel (Ni) - total,Total_tp08,cmol/kg
1096,Nickel (Ni) - total,Total_tp09,cmol/kg
1097,Nickel (Ni) - total,Total_tp10,cmol/kg
1098,Nickel (Ni) - total,Total_unkn,cmol/kg
1099,Nickel (Ni) - total,Total_xrd,cmol/kg
1100,Nickel (Ni) - total,Total_xrf,cmol/kg
1101,Nickel (Ni) - total,Total_xrf-p,cmol/kg
1102,Nickel (Ni) - total,Total_xtf-t,cmol/kg
